CREATED_AT,VOUCHER_BASED_REFILL,SEGMENTATION_ID,AMOUNT,QYT,REFILL_TYPE
6/21/2020,1,V050,583750,11675,PIN_BASED
6/25/2020,1,V010,469440,46944,PIN_BASED
7/6/2020,0,V2M,6000,3,PIN_LESS_BASED
7/9/2020,0,V300,9000,30,PIN_LESS_BASED
8/8/2020,0,V630,19800,33,PIN_LESS_BASED
8/10/2020,0,ADJUSTMENT,5163,96,TUM_ADJUSTMENT
8/16/2020,1,S030,300,10,PIN_BASED
8/18/2020,1,V020,814280,40714,PIN_BASED
8/28/2020,0,V100,27100,271,PIN_LESS_BASED
8/28/2020,1,V630,456600,761,PIN_BASED
8/30/2020,0,V010,2210,221,PIN_LESS_BASED
9/3/2020,0,V150,750,5,PIN_LESS_BASED
9/8/2020,1,V630,405600,676,PIN_BASED
9/14/2020,0,V300,10500,35,PIN_LESS_BASED
10/2/2020,1,V2M,16000,8,PIN_BASED
10/6/2020,0,V630,27000,45,PIN_LESS_BASED
6/11/2020,1,V630,194400,324,PIN_BASED
6/20/2020,1,V050,736400,14728,PIN_BASED
7/11/2020,0,V050,11650,233,PIN_LESS_BASED
7/16/2020,0,V050,13100,262,PIN_LESS_BASED
7/17/2020,1,V050,893000,17860,PIN_BASED
7/24/2020,0,ADJUSTMENT,8196,104,TUM_ADJUSTMENT
8/3/2020,0,V630,23400,39,PIN_LESS_BASED
8/6/2020,0,V300,10200,34,PIN_LESS_BASED
8/11/2020,1,V080,640,8,PIN_BASED
8/13/2020,0,V630,19800,33,PIN_LESS_BASED
8/19/2020,0,V100,19400,194,PIN_LESS_BASED
8/21/2020,0,V020,8600,430,PIN_LESS_BASED
8/21/2020,1,V200,166800,834,PIN_BASED
8/25/2020,1,V300,224400,748,PIN_BASED
8/30/2020,1,V300,100800,336,PIN_BASED
9/9/2020,1,V150,11400,76,PIN_BASED
9/13/2020,1,V020,614980,30749,PIN_BASED
9/17/2020,0,V020,8480,424,PIN_LESS_BASED
9/17/2020,0,V200,7200,36,PIN_LESS_BASED
9/24/2020,0,V150,1200,8,PIN_LESS_BASED
9/29/2020,1,V100,689300,6893,PIN_BASED
9/29/2020,1,V2M,34000,17,PIN_BASED
6/1/2020,1,V100,629300,6293,PIN_BASED
6/3/2020,0,V200,6200,31,PIN_LESS_BASED
6/6/2020,1,V2M,8000,4,PIN_BASED
6/21/2020,1,S030,30,1,PIN_BASED
6/21/2020,1,V630,220200,367,PIN_BASED
6/24/2020,1,V050,899600,17992,PIN_BASED
6/25/2020,1,V2M,20000,10,PIN_BASED
7/3/2020,1,V100,751900,7519,PIN_BASED
7/11/2020,0,V200,4800,24,PIN_LESS_BASED
7/26/2020,1,V100,488900,4889,PIN_BASED
7/31/2020,0,V010,2680,268,PIN_LESS_BASED
8/1/2020,0,V630,18600,31,PIN_LESS_BASED
8/5/2020,0,V2M,6000,3,PIN_LESS_BASED
8/9/2020,0,V630,9600,16,PIN_LESS_BASED
8/13/2020,1,V150,12750,85,PIN_BASED
8/13/2020,1,V200,95600,478,PIN_BASED
8/14/2020,1,V630,408000,680,PIN_BASED
8/16/2020,1,V020,711060,35553,PIN_BASED
8/24/2020,0,V080,80,1,PIN_LESS_BASED
8/25/2020,0,V050,18350,367,PIN_LESS_BASED
9/13/2020,1,V080,320,4,PIN_BASED
9/15/2020,1,V300,136800,456,PIN_BASED
9/27/2020,1,V100,581800,5818,PIN_BASED
9/30/2020,0,V300,13200,44,PIN_LESS_BASED
6/2/2020,0,V100,20900,209,PIN_LESS_BASED
6/2/2020,1,V020,753760,37688,PIN_BASED
6/18/2020,0,V150,1200,8,PIN_LESS_BASED
6/18/2020,0,V2M,4000,2,PIN_LESS_BASED
7/4/2020,1,V080,640,8,PIN_BASED
7/13/2020,0,V630,19800,33,PIN_LESS_BASED
7/16/2020,1,V200,102400,512,PIN_BASED
7/24/2020,0,V150,1050,7,PIN_LESS_BASED
7/31/2020,0,V100,16800,168,PIN_LESS_BASED
7/31/2020,1,S030,270,9,PIN_BASED
8/1/2020,0,V200,6800,34,PIN_LESS_BASED
8/9/2020,1,V080,720,9,PIN_BASED
8/9/2020,1,V630,200400,334,PIN_BASED
8/11/2020,0,ADJUSTMENT,4657,89,TUM_ADJUSTMENT
8/16/2020,0,V020,6000,300,PIN_LESS_BASED
8/22/2020,1,V2M,20000,10,PIN_BASED
9/1/2020,1,V010,544170,54417,PIN_BASED
9/2/2020,1,V100,684500,6845,PIN_BASED
9/14/2020,0,V010,2460,246,PIN_LESS_BASED
9/19/2020,0,V050,17500,350,PIN_LESS_BASED
9/22/2020,0,V050,22250,445,PIN_LESS_BASED
9/27/2020,1,V050,811550,16231,PIN_BASED
6/6/2020,1,V020,638820,31941,PIN_BASED
6/10/2020,0,V200,12800,64,PIN_LESS_BASED
6/12/2020,0,V200,13400,67,PIN_LESS_BASED
6/18/2020,1,S030,210,7,PIN_BASED
6/25/2020,1,S030,330,11,PIN_BASED
6/27/2020,0,V050,15750,315,PIN_LESS_BASED
7/9/2020,1,V200,85400,427,PIN_BASED
7/15/2020,0,V300,9600,32,PIN_LESS_BASED
7/19/2020,1,V630,136200,227,PIN_BASED
7/22/2020,0,V020,8920,446,PIN_LESS_BASED
7/26/2020,0,V200,7600,38,PIN_LESS_BASED
7/29/2020,1,V300,193200,644,PIN_BASED
8/7/2020,1,V2M,22000,11,PIN_BASED
8/13/2020,0,V2M,4000,2,PIN_LESS_BASED
8/23/2020,1,V100,532200,5322,PIN_BASED
8/26/2020,0,V100,26400,264,PIN_LESS_BASED
8/26/2020,1,S030,390,13,PIN_BASED
8/26/2020,1,V100,741300,7413,PIN_BASED
9/2/2020,1,V150,12300,82,PIN_BASED
9/2/2020,1,V2M,32000,16,PIN_BASED
9/7/2020,1,V200,85400,427,PIN_BASED
9/11/2020,0,V630,31200,52,PIN_LESS_BASED
9/15/2020,1,V2M,34000,17,PIN_BASED
9/20/2020,0,V150,900,6,PIN_LESS_BASED
9/24/2020,1,V630,667800,1113,PIN_BASED
9/27/2020,0,V630,16800,28,PIN_LESS_BASED
9/30/2020,0,ADJUSTMENT,6675,226,TUM_ADJUSTMENT
6/2/2020,1,V630,504600,841,PIN_BASED
6/8/2020,0,ADJUSTMENT,5353,148,TUM_ADJUSTMENT
6/11/2020,1,V100,407900,4079,PIN_BASED
6/13/2020,1,V300,139200,464,PIN_BASED
6/15/2020,1,V100,592200,5922,PIN_BASED
6/19/2020,0,V100,29500,295,PIN_LESS_BASED
6/30/2020,1,V020,676180,33809,PIN_BASED
7/2/2020,1,V150,10800,72,PIN_BASED
7/3/2020,1,V150,9900,66,PIN_BASED
7/6/2020,0,ADJUSTMENT,8958,139,TUM_ADJUSTMENT
7/11/2020,1,V630,360000,600,PIN_BASED
7/22/2020,1,V010,533660,53366,PIN_BASED
8/1/2020,1,V150,12000,80,PIN_BASED
8/1/2020,1,V630,369000,615,PIN_BASED
8/2/2020,0,ADJUSTMENT,3853,65,TUM_ADJUSTMENT
8/9/2020,1,V100,472100,4721,PIN_BASED
8/20/2020,1,V630,454800,758,PIN_BASED
8/25/2020,0,V010,2770,277,PIN_LESS_BASED
9/13/2020,0,V200,5600,28,PIN_LESS_BASED
9/13/2020,1,V050,599750,11995,PIN_BASED
9/18/2020,1,V2M,46000,23,PIN_BASED
9/19/2020,0,V300,8400,28,PIN_LESS_BASED
9/20/2020,0,V020,6500,325,PIN_LESS_BASED
9/24/2020,0,V300,14100,47,PIN_LESS_BASED
9/27/2020,0,V020,7380,369,PIN_LESS_BASED
9/28/2020,1,V200,234600,1173,PIN_BASED
10/3/2020,0,V200,14800,74,PIN_LESS_BASED
6/11/2020,0,V630,49800,83,PIN_LESS_BASED
6/14/2020,0,V630,10200,17,PIN_LESS_BASED
7/2/2020,0,V100,18800,188,PIN_LESS_BASED
7/6/2020,1,V100,612900,6129,PIN_BASED
7/11/2020,0,V100,13300,133,PIN_LESS_BASED
7/17/2020,1,V080,800,10,PIN_BASED
7/19/2020,0,V150,300,2,PIN_LESS_BASED
7/21/2020,1,V050,882900,17658,PIN_BASED
7/22/2020,1,S030,420,14,PIN_BASED
7/22/2020,1,V2M,22000,11,PIN_BASED
7/23/2020,1,S030,210,7,PIN_BASED
7/23/2020,1,V200,149000,745,PIN_BASED
7/28/2020,1,V020,809280,40464,PIN_BASED
7/28/2020,1,V630,465000,775,PIN_BASED
7/31/2020,1,V080,400,5,PIN_BASED
8/2/2020,1,V2M,28000,14,PIN_BASED
8/4/2020,1,V010,543970,54397,PIN_BASED
8/5/2020,0,V020,6840,342,PIN_LESS_BASED
8/16/2020,0,V2M,8000,4,PIN_LESS_BASED
8/29/2020,0,V150,1050,7,PIN_LESS_BASED
9/10/2020,1,V050,852000,17040,PIN_BASED
9/11/2020,1,V020,893980,44699,PIN_BASED
9/23/2020,1,V150,21450,143,PIN_BASED
10/6/2020,0,V150,1200,8,PIN_LESS_BASED
6/8/2020,1,V150,25500,170,PIN_BASED
6/18/2020,1,V2M,38000,19,PIN_BASED
6/19/2020,1,V2M,50000,25,PIN_BASED
6/24/2020,0,V020,8920,446,PIN_LESS_BASED
7/7/2020,0,V200,14200,71,PIN_LESS_BASED
7/8/2020,1,V150,13050,87,PIN_BASED
7/14/2020,1,S030,390,13,PIN_BASED
7/17/2020,1,V300,155700,519,PIN_BASED
7/22/2020,1,V080,400,5,PIN_BASED
7/25/2020,0,V020,8040,402,PIN_LESS_BASED
7/25/2020,0,V200,9200,46,PIN_LESS_BASED
7/29/2020,1,V200,141600,708,PIN_BASED
8/1/2020,0,V100,17700,177,PIN_LESS_BASED
8/1/2020,1,S030,300,10,PIN_BASED
8/5/2020,1,V100,651800,6518,PIN_BASED
8/17/2020,0,V150,1800,12,PIN_LESS_BASED
8/17/2020,1,V010,567750,56775,PIN_BASED
8/22/2020,0,V050,15400,308,PIN_LESS_BASED
8/24/2020,1,V010,576180,57618,PIN_BASED
9/8/2020,0,V630,18600,31,PIN_LESS_BASED
9/22/2020,1,V020,932340,46617,PIN_BASED
9/22/2020,1,V080,480,6,PIN_BASED
9/25/2020,1,V010,595410,59541,PIN_BASED
9/27/2020,1,V200,117600,588,PIN_BASED
10/1/2020,0,V630,55800,93,PIN_LESS_BASED
10/6/2020,1,S030,240,8,PIN_BASED
6/5/2020,0,V2M,12000,6,PIN_LESS_BASED
6/7/2020,0,V630,20400,34,PIN_LESS_BASED
6/10/2020,1,S030,270,9,PIN_BASED
7/11/2020,0,V150,750,5,PIN_LESS_BASED
7/16/2020,1,V300,144000,480,PIN_BASED
7/27/2020,0,V100,20400,204,PIN_LESS_BASED
7/28/2020,0,ADJUSTMENT,3289,92,TUM_ADJUSTMENT
8/4/2020,0,ADJUSTMENT,6529,90,TUM_ADJUSTMENT
8/9/2020,0,V100,12100,121,PIN_LESS_BASED
8/15/2020,0,V2M,2000,1,PIN_LESS_BASED
8/21/2020,1,V010,536680,53668,PIN_BASED
9/4/2020,1,V010,572730,57273,PIN_BASED
9/8/2020,1,V010,590940,59094,PIN_BASED
9/19/2020,0,V2M,4000,2,PIN_LESS_BASED
9/22/2020,1,V2M,74000,37,PIN_BASED
9/28/2020,1,S030,540,18,PIN_BASED
10/3/2020,0,V050,31800,636,PIN_LESS_BASED
6/6/2020,1,V300,99600,332,PIN_BASED
7/1/2020,1,V050,865450,17309,PIN_BASED
7/4/2020,1,V200,82800,414,PIN_BASED
7/10/2020,1,V080,480,6,PIN_BASED
7/19/2020,1,V050,643100,12862,PIN_BASED
7/20/2020,1,V2M,38000,19,PIN_BASED
8/1/2020,1,V100,605400,6054,PIN_BASED
8/13/2020,0,V020,7020,351,PIN_LESS_BASED
8/19/2020,1,V2M,40000,20,PIN_BASED
8/20/2020,1,V010,522800,52280,PIN_BASED
8/24/2020,0,V200,13400,67,PIN_LESS_BASED
9/2/2020,0,V200,7400,37,PIN_LESS_BASED
9/6/2020,0,V300,7200,24,PIN_LESS_BASED
9/15/2020,1,V200,111800,559,PIN_BASED
9/16/2020,0,V630,28200,47,PIN_LESS_BASED
9/16/2020,1,S030,300,10,PIN_BASED
9/18/2020,0,ADJUSTMENT,7005,153,TUM_ADJUSTMENT
9/20/2020,0,ADJUSTMENT,4128,116,TUM_ADJUSTMENT
6/2/2020,1,V150,8550,57,PIN_BASED
6/10/2020,0,V2M,2000,1,PIN_LESS_BASED
6/10/2020,0,V630,44400,74,PIN_LESS_BASED
6/26/2020,0,V020,8660,433,PIN_LESS_BASED
7/8/2020,1,V300,164700,549,PIN_BASED
7/14/2020,1,V080,960,12,PIN_BASED
7/30/2020,1,V200,128400,642,PIN_BASED
8/1/2020,1,V080,720,9,PIN_BASED
8/8/2020,0,V010,2250,225,PIN_LESS_BASED
8/13/2020,0,V150,1200,8,PIN_LESS_BASED
8/17/2020,1,V200,91200,456,PIN_BASED
8/28/2020,1,V2M,38000,19,PIN_BASED
8/30/2020,0,ADJUSTMENT,3114,94,TUM_ADJUSTMENT
9/5/2020,0,V100,18700,187,PIN_LESS_BASED
9/11/2020,1,V2M,32000,16,PIN_BASED
9/26/2020,1,V100,682000,6820,PIN_BASED
10/3/2020,1,V050,1009000,20180,PIN_BASED
10/3/2020,1,V150,12450,83,PIN_BASED
10/4/2020,1,V630,306600,511,PIN_BASED
6/2/2020,0,V2M,2000,1,PIN_LESS_BASED
6/18/2020,0,V020,7120,356,PIN_LESS_BASED
6/29/2020,0,V630,39000,65,PIN_LESS_BASED
7/9/2020,0,V150,1950,13,PIN_LESS_BASED
7/18/2020,1,V010,478660,47866,PIN_BASED
7/21/2020,0,V050,17700,354,PIN_LESS_BASED
7/26/2020,1,V200,115600,578,PIN_BASED
8/5/2020,1,S030,180,6,PIN_BASED
8/12/2020,1,V630,375000,625,PIN_BASED
8/18/2020,1,V2M,40000,20,PIN_BASED
8/26/2020,0,V630,37200,62,PIN_LESS_BASED
8/31/2020,0,V630,43800,73,PIN_LESS_BASED
9/18/2020,0,V2M,8000,4,PIN_LESS_BASED
9/22/2020,0,V100,32600,326,PIN_LESS_BASED
6/3/2020,1,V200,132800,664,PIN_BASED
6/5/2020,0,V020,9760,488,PIN_LESS_BASED
6/17/2020,1,V2M,82000,41,PIN_BASED
6/28/2020,1,V630,243000,405,PIN_BASED
7/2/2020,0,V010,4990,499,PIN_LESS_BASED
7/2/2020,0,V150,450,3,PIN_LESS_BASED
7/3/2020,1,V200,105200,526,PIN_BASED
7/12/2020,1,V630,227400,379,PIN_BASED
7/16/2020,1,V630,294000,490,PIN_BASED
7/23/2020,1,V020,838940,41947,PIN_BASED
8/1/2020,1,V300,147900,493,PIN_BASED
8/4/2020,0,V200,7600,38,PIN_LESS_BASED
8/7/2020,1,V300,150900,503,PIN_BASED
8/13/2020,0,V100,18300,183,PIN_LESS_BASED
8/21/2020,0,V010,2590,259,PIN_LESS_BASED
8/27/2020,0,V020,8680,434,PIN_LESS_BASED
8/27/2020,0,V100,27200,272,PIN_LESS_BASED
8/29/2020,1,V020,840700,42035,PIN_BASED
8/31/2020,0,V020,8620,431,PIN_LESS_BASED
9/10/2020,0,V050,17300,346,PIN_LESS_BASED
9/12/2020,1,V300,131700,439,PIN_BASED
9/20/2020,0,V2M,4000,2,PIN_LESS_BASED
9/26/2020,1,V080,640,8,PIN_BASED
9/27/2020,1,V2M,22000,11,PIN_BASED
9/29/2020,0,V300,13500,45,PIN_LESS_BASED
10/5/2020,0,V100,27200,272,PIN_LESS_BASED
6/3/2020,0,V020,7240,362,PIN_LESS_BASED
6/7/2020,0,V2M,4000,2,PIN_LESS_BASED
6/13/2020,1,V020,731540,36577,PIN_BASED
6/25/2020,0,V2M,8000,4,PIN_LESS_BASED
6/27/2020,0,V010,2580,258,PIN_LESS_BASED
6/27/2020,1,V080,720,9,PIN_BASED
7/1/2020,1,V200,119000,595,PIN_BASED
7/15/2020,0,V200,6400,32,PIN_LESS_BASED
7/24/2020,0,V2M,12000,6,PIN_LESS_BASED
7/25/2020,1,V2M,24000,12,PIN_BASED
8/6/2020,1,V020,861000,43050,PIN_BASED
8/6/2020,1,V100,611400,6114,PIN_BASED
8/13/2020,0,V200,5200,26,PIN_LESS_BASED
8/20/2020,1,V200,154000,770,PIN_BASED
8/24/2020,0,V150,1350,9,PIN_LESS_BASED
8/30/2020,0,V150,600,4,PIN_LESS_BASED
8/31/2020,1,V2M,38000,19,PIN_BASED
9/3/2020,1,S030,270,9,PIN_BASED
9/17/2020,1,V010,581070,58107,PIN_BASED
9/18/2020,0,V050,21300,426,PIN_LESS_BASED
9/18/2020,0,V100,29200,292,PIN_LESS_BASED
9/24/2020,1,V010,645330,64533,PIN_BASED
9/25/2020,1,V100,739100,7391,PIN_BASED
10/4/2020,0,V100,26700,267,PIN_LESS_BASED
6/17/2020,1,V080,960,12,PIN_BASED
6/20/2020,1,V300,138300,461,PIN_BASED
6/26/2020,0,V150,1200,8,PIN_LESS_BASED
7/7/2020,0,V100,28000,280,PIN_LESS_BASED
7/15/2020,1,V150,9150,61,PIN_BASED
7/17/2020,1,V010,481040,48104,PIN_BASED
7/18/2020,1,V630,245400,409,PIN_BASED
7/24/2020,0,V020,7860,393,PIN_LESS_BASED
8/2/2020,0,V050,10200,204,PIN_LESS_BASED
8/12/2020,0,V630,30000,50,PIN_LESS_BASED
8/25/2020,0,V300,12000,40,PIN_LESS_BASED
9/2/2020,0,V150,1350,9,PIN_LESS_BASED
9/16/2020,0,V020,8380,419,PIN_LESS_BASED
9/23/2020,0,V150,1350,9,PIN_LESS_BASED
9/28/2020,0,ADJUSTMENT,10631,134,TUM_ADJUSTMENT
10/1/2020,0,V100,60500,605,PIN_LESS_BASED
10/1/2020,1,V100,567500,5675,PIN_BASED
10/4/2020,1,S030,330,11,PIN_BASED
6/13/2020,1,V100,543000,5430,PIN_BASED
6/18/2020,0,V630,30000,50,PIN_LESS_BASED
6/28/2020,1,V100,442200,4422,PIN_BASED
7/12/2020,0,V020,4120,206,PIN_LESS_BASED
8/7/2020,0,V300,12000,40,PIN_LESS_BASED
8/11/2020,1,V2M,44000,22,PIN_BASED
8/15/2020,0,V150,900,6,PIN_LESS_BASED
8/16/2020,0,V010,2280,228,PIN_LESS_BASED
8/23/2020,1,V150,13650,91,PIN_BASED
8/26/2020,0,V010,2770,277,PIN_LESS_BASED
9/1/2020,0,V010,2900,290,PIN_LESS_BASED
9/6/2020,1,V080,560,7,PIN_BASED
9/19/2020,0,ADJUSTMENT,5321,130,TUM_ADJUSTMENT
9/20/2020,0,V200,7200,36,PIN_LESS_BASED
9/23/2020,0,V050,22100,442,PIN_LESS_BASED
6/1/2020,0,V020,4640,232,PIN_LESS_BASED
6/15/2020,0,V2M,8000,4,PIN_LESS_BASED
6/21/2020,1,V200,60800,304,PIN_BASED
6/28/2020,1,V020,613680,30684,PIN_BASED
7/15/2020,1,V200,91600,458,PIN_BASED
7/25/2020,1,V150,14550,97,PIN_BASED
7/26/2020,1,V020,704720,35236,PIN_BASED
8/17/2020,0,V050,17400,348,PIN_LESS_BASED
8/19/2020,1,V050,892050,17841,PIN_BASED
8/21/2020,0,V100,24700,247,PIN_LESS_BASED
8/29/2020,1,V630,345000,575,PIN_BASED
9/2/2020,0,V050,17800,356,PIN_LESS_BASED
9/5/2020,0,V300,9300,31,PIN_LESS_BASED
9/5/2020,1,V100,623400,6234,PIN_BASED
9/12/2020,0,V2M,4000,2,PIN_LESS_BASED
9/12/2020,1,V2M,26000,13,PIN_BASED
9/14/2020,1,V630,359400,599,PIN_BASED
9/15/2020,1,S030,240,8,PIN_BASED
9/16/2020,1,V080,880,11,PIN_BASED
9/18/2020,1,S030,330,11,PIN_BASED
9/22/2020,1,V200,125400,627,PIN_BASED
10/1/2020,0,V150,1500,10,PIN_LESS_BASED
6/28/2020,0,V050,10900,218,PIN_LESS_BASED
7/10/2020,1,S030,330,11,PIN_BASED
7/11/2020,1,V2M,18000,9,PIN_BASED
7/16/2020,1,V150,8850,59,PIN_BASED
7/16/2020,1,V2M,26000,13,PIN_BASED
7/20/2020,0,V150,1200,8,PIN_LESS_BASED
8/6/2020,0,V150,1200,8,PIN_LESS_BASED
8/17/2020,0,V630,36000,60,PIN_LESS_BASED
8/18/2020,1,V050,899200,17984,PIN_BASED
8/18/2020,1,V080,640,8,PIN_BASED
8/28/2020,1,V150,11850,79,PIN_BASED
9/3/2020,1,V150,10950,73,PIN_BASED
9/4/2020,0,V630,28200,47,PIN_LESS_BASED
9/8/2020,1,V080,560,7,PIN_BASED
9/10/2020,1,V300,182700,609,PIN_BASED
9/19/2020,1,V300,182100,607,PIN_BASED
9/24/2020,1,V100,986600,9866,PIN_BASED
10/1/2020,1,V050,993950,19879,PIN_BASED
10/5/2020,1,V010,578750,57875,PIN_BASED
6/4/2020,1,V200,80400,402,PIN_BASED
6/7/2020,0,V020,16480,824,PIN_LESS_BASED
6/9/2020,1,V150,1650,11,PIN_BASED
6/17/2020,0,V020,8160,408,PIN_LESS_BASED
6/17/2020,0,V150,900,6,PIN_LESS_BASED
6/17/2020,1,V010,408760,40876,PIN_BASED
6/22/2020,0,V020,9160,458,PIN_LESS_BASED
6/24/2020,1,V2M,50000,25,PIN_BASED
7/7/2020,0,V050,21000,420,PIN_LESS_BASED
7/23/2020,1,V630,524400,874,PIN_BASED
7/27/2020,0,V050,15750,315,PIN_LESS_BASED
7/29/2020,1,V050,922700,18454,PIN_BASED
8/15/2020,0,V630,16800,28,PIN_LESS_BASED
8/16/2020,1,V010,518070,51807,PIN_BASED
8/17/2020,0,V100,21900,219,PIN_LESS_BASED
8/21/2020,1,V150,18300,122,PIN_BASED
9/6/2020,1,V010,529490,52949,PIN_BASED
9/14/2020,1,S030,210,7,PIN_BASED
9/22/2020,0,V150,1500,10,PIN_LESS_BASED
9/26/2020,0,V150,1650,11,PIN_LESS_BASED
10/1/2020,1,V080,800,10,PIN_BASED
6/1/2020,1,V150,8250,55,PIN_BASED
6/2/2020,1,V080,960,12,PIN_BASED
6/2/2020,1,V2M,32000,16,PIN_BASED
6/5/2020,1,V080,880,11,PIN_BASED
6/7/2020,0,V200,7200,36,PIN_LESS_BASED
6/13/2020,0,V150,900,6,PIN_LESS_BASED
6/14/2020,0,V200,5800,29,PIN_LESS_BASED
6/17/2020,0,V200,8400,42,PIN_LESS_BASED
6/21/2020,1,V300,99300,331,PIN_BASED
6/25/2020,0,V010,2240,224,PIN_LESS_BASED
7/1/2020,0,V150,600,4,PIN_LESS_BASED
7/9/2020,0,V050,14550,291,PIN_LESS_BASED
7/14/2020,1,V200,99200,496,PIN_BASED
7/14/2020,1,V2M,20000,10,PIN_BASED
7/24/2020,0,V050,15600,312,PIN_LESS_BASED
7/28/2020,1,V2M,34000,17,PIN_BASED
8/2/2020,0,V100,11500,115,PIN_LESS_BASED
8/12/2020,0,V150,1050,7,PIN_LESS_BASED
8/22/2020,0,V2M,8000,4,PIN_LESS_BASED
8/22/2020,1,V300,179400,598,PIN_BASED
9/9/2020,1,V630,389400,649,PIN_BASED
9/13/2020,1,V2M,10000,5,PIN_BASED
9/14/2020,0,V630,22200,37,PIN_LESS_BASED
9/16/2020,1,V010,583880,58388,PIN_BASED
9/21/2020,0,V020,10300,515,PIN_LESS_BASED
9/21/2020,1,V080,800,10,PIN_BASED
9/29/2020,0,ADJUSTMENT,6932,165,TUM_ADJUSTMENT
6/19/2020,1,V630,414000,690,PIN_BASED
6/25/2020,0,V050,13000,260,PIN_LESS_BASED
7/2/2020,0,V050,24800,496,PIN_LESS_BASED
7/7/2020,1,V010,503110,50311,PIN_BASED
7/8/2020,1,V200,94600,473,PIN_BASED
7/18/2020,1,V300,139800,466,PIN_BASED
7/23/2020,0,V020,8160,408,PIN_LESS_BASED
7/25/2020,1,V020,762160,38108,PIN_BASED
8/2/2020,1,V010,474160,47416,PIN_BASED
8/6/2020,0,V630,19200,32,PIN_LESS_BASED
8/29/2020,1,V080,400,5,PIN_BASED
9/5/2020,0,ADJUSTMENT,5653,118,TUM_ADJUSTMENT
9/12/2020,1,V150,8850,59,PIN_BASED
9/22/2020,0,V300,15600,52,PIN_LESS_BASED
9/29/2020,0,V630,36000,60,PIN_LESS_BASED
6/10/2020,1,V2M,14000,7,PIN_BASED
6/14/2020,1,V100,372800,3728,PIN_BASED
6/20/2020,1,V200,90400,452,PIN_BASED
7/1/2020,0,V200,7200,36,PIN_LESS_BASED
7/3/2020,0,V630,29400,49,PIN_LESS_BASED
7/6/2020,1,V200,95000,475,PIN_BASED
7/10/2020,0,V020,11940,597,PIN_LESS_BASED
7/10/2020,1,V050,821250,16425,PIN_BASED
7/13/2020,1,V010,512570,51257,PIN_BASED
7/15/2020,1,V020,708880,35444,PIN_BASED
7/20/2020,0,V010,2500,250,PIN_LESS_BASED
7/25/2020,0,V150,1050,7,PIN_LESS_BASED
8/2/2020,1,V300,105900,353,PIN_BASED
8/4/2020,0,V300,7500,25,PIN_LESS_BASED
8/19/2020,1,V100,695700,6957,PIN_BASED
8/22/2020,1,S030,180,6,PIN_BASED
8/23/2020,1,V010,460340,46034,PIN_BASED
9/10/2020,1,V200,118400,592,PIN_BASED
9/25/2020,0,V010,2560,256,PIN_LESS_BASED
9/28/2020,1,V020,938240,46912,PIN_BASED
6/1/2020,0,ADJUSTMENT,3006,59,TUM_ADJUSTMENT
6/4/2020,0,V2M,10000,5,PIN_LESS_BASED
6/7/2020,0,ADJUSTMENT,3645,116,TUM_ADJUSTMENT
6/16/2020,0,V2M,18000,9,PIN_LESS_BASED
6/21/2020,1,V100,409000,4090,PIN_BASED
6/25/2020,0,V200,5800,29,PIN_LESS_BASED
7/5/2020,0,V200,2200,11,PIN_LESS_BASED
7/6/2020,0,V150,1650,11,PIN_LESS_BASED
7/9/2020,0,V020,7120,356,PIN_LESS_BASED
7/9/2020,1,S030,240,8,PIN_BASED
7/14/2020,0,V200,7600,38,PIN_LESS_BASED
7/14/2020,0,V2M,12000,6,PIN_LESS_BASED
7/18/2020,0,V020,6300,315,PIN_LESS_BASED
7/26/2020,1,V630,289800,483,PIN_BASED
8/3/2020,0,ADJUSTMENT,5398,88,TUM_ADJUSTMENT
8/4/2020,1,V100,680300,6803,PIN_BASED
8/10/2020,1,V100,651200,6512,PIN_BASED
8/11/2020,0,V2M,10000,5,PIN_LESS_BASED
8/13/2020,0,V300,10800,36,PIN_LESS_BASED
8/13/2020,1,V020,810780,40539,PIN_BASED
9/3/2020,1,V300,174000,580,PIN_BASED
9/7/2020,1,V020,765100,38255,PIN_BASED
9/10/2020,1,V010,587910,58791,PIN_BASED
9/11/2020,1,V300,250200,834,PIN_BASED
9/14/2020,0,V200,8600,43,PIN_LESS_BASED
9/21/2020,0,V100,32500,325,PIN_LESS_BASED
9/26/2020,0,V300,7800,26,PIN_LESS_BASED
9/30/2020,1,V080,720,9,PIN_BASED
10/4/2020,0,V200,5800,29,PIN_LESS_BASED
10/6/2020,0,V020,11720,586,PIN_LESS_BASED
10/6/2020,0,V050,22950,459,PIN_LESS_BASED
6/1/2020,0,V100,13500,135,PIN_LESS_BASED
6/16/2020,0,ADJUSTMENT,6521,115,TUM_ADJUSTMENT
6/18/2020,0,V080,240,3,PIN_LESS_BASED
6/23/2020,0,V200,10600,53,PIN_LESS_BASED
6/30/2020,0,V150,750,5,PIN_LESS_BASED
7/3/2020,0,V010,1840,184,PIN_LESS_BASED
7/9/2020,1,V010,524490,52449,PIN_BASED
7/13/2020,1,V050,758900,15178,PIN_BASED
8/4/2020,1,V080,560,7,PIN_BASED
8/6/2020,0,V020,8880,444,PIN_LESS_BASED
8/21/2020,0,V2M,6000,3,PIN_LESS_BASED
9/1/2020,1,V150,12900,86,PIN_BASED
9/22/2020,1,V630,433200,722,PIN_BASED
9/23/2020,1,S030,390,13,PIN_BASED
